[2025-10-26 00:02:07.461] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 19:49:36.338] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 19:49:39.082] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 19:49:40.339] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 19:49:41.620] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 19:49:54.694] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 19:50:34.555] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 19:50:52.143] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 19:57:02.589] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:04:25.574] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:07:21.284] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:08:56.147] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:09:44.369] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:10:45.948] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:12:13.951] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:13:21.417] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:14:01.244] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:15:06.553] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:15:47.886] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:17:17.182] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:17:33.930] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:18:05.587] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:18:13.370] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:18:35.891] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:18:52.011] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:22:40.944] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:22:45.182] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:25:07.714] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:28:56.805] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:37:35.739] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:38:29.136] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:38:45.009] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:38:56.121] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:38:57.673] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:38:58.960] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:39:01.592] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:42:10.787] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:45:24.603] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 20:47:22.609] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:39:49.829] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:39:53.344] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:39:54.624] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:40:56.474] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:41:24.158] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:41:25.551] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:41:34.019] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:41:45.284] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:45:21.113] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:45:27.514] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:50:40.091] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:50:43.490] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:59:06.714] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 21:59:09.889] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-27 22:31:17.222] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 08:30:47.949] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 08:31:21.779] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 08:35:10.491] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 08:35:16.904] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 08:35:22.710] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 10:15:13.959] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 12:48:36.966] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 12:48:51.690] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 12:50:06.200] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 12:58:28.270] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:00:05.964] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:00:13.134] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:00:14.727] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:03:12.005] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:03:27.024] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:34:44.778] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:38:28.936] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:39:38.828] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:40:44.461] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:42:59.908] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:43:27.307] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:43:46.375] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:43:47.600] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:44:50.289] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:45:16.289] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:47:41.932] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:47:45.465] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:47:50.310] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:49:03.312] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:49:11.686] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:53:19.697] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:53:21.650] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:53:24.792] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:53:25.845] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:53:26.785] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:57:28.694] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 13:57:30.775] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:01:29.903] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:01:32.091] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:01:48.809] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:01:49.859] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:01:51.037] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:02:27.196] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:02:38.148] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:02:38.208] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:04:37.244] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:04:39.252] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:08:47.237] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:09:56.702] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:11:02.792] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:11:03.050] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:11:08.009] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:12:09.356] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 14:13:50.254] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:13:39.425] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:13:40.613] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:15:35.595] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:17:18.323] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:17:20.207] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:37:06.966] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:37:09.093] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:51:56.806] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:51:58.663] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:52:06.952] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:52:09.023] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:52:17.357] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:52:18.322] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:52:19.321] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:58:31.418] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:58:33.253] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:58:42.344] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 15:58:46.690] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:01:06.844] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:01:08.688] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:06:38.819] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:06:40.491] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:07:14.728] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:07:16.684] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:07:18.668] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:07:19.678] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:07:21.878] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:11:54.789] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:11:56.710] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:12:00.196] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:12:02.118] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:12:17.022] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:12:18.888] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:14:16.847] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:14:18.981] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:14:19.190] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:46:32.555] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:46:34.285] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:46:39.042] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:46:40.974] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:50:39.775] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:50:41.004] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:50:41.153] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:50:46.697] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:50:48.464] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:59:29.614] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 16:59:31.445] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:03:41.232] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:03:43.083] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:03:54.046] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:03:54.981] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:03:56.094] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:12:06.966] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:12:08.676] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:15:56.891] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:15:58.972] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:30:54.929] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:30:56.745] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:55:25.098] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:55:27.019] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:58:02.902] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:58:04.783] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 17:59:55.854] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:00:57.557] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:00:59.537] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:01:02.802] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:01:04.911] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:01:17.764] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:01:19.401] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:02:51.102] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:13:42.459] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:13:44.308] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:24:48.506] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:24:50.383] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:26:03.309] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:26:05.264] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:29:58.728] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:30:00.670] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:33:14.368] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:33:16.298] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:33:19.997] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:33:21.583] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:33:22.004] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:43:27.332] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:43:29.057] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:43:57.064] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:43:59.047] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:45:28.946] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:45:36.483] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:45:37.687] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:45:41.596] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:45:43.727] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:45:50.216] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:48:27.044] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 18:48:29.018] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 19:00:18.984] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 19:00:20.890] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 19:42:39.802] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 19:42:41.636] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 20:25:13.477] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 20:25:15.269] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 20:41:56.743] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 20:41:58.530] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 20:42:51.986] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 20:42:53.220] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 20:42:53.866] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 21:36:53.766] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 21:44:12.746] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 21:44:47.300] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 21:49:48.404] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:35:17.062] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:37:54.123] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:38:27.030] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:40:04.661] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:40:11.362] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:43:53.942] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:44:49.570] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:45:46.272] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:46:33.382] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:46:52.789] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:47:44.427] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:48:13.122] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:50:47.880] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:50:59.087] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:51:07.810] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:51:54.227] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-28 23:54:45.503] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 08:28:04.123] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:22:42.269] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:24:02.179] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:24:06.879] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:24:36.773] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:24:59.896] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:25:43.813] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:25:49.942] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:25:55.054] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:25:57.592] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:26:05.180] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:26:06.122] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:26:08.970] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 13:55:13.580] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:01:22.282] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:03:38.700] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:09:04.322] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:12:24.101] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:12:34.428] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:12:35.360] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:19:31.302] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:19:53.331] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:20:01.864] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:24:54.964] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:26:15.173] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:31:21.097] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:31:41.364] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:34:04.550] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:35:39.495] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:35:51.608] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:35:55.758] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:35:56.667] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:36:43.570] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:37:31.740] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:38:08.683] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:38:41.654] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:40:19.906] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:41:14.809] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:42:10.342] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:43:24.430] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:44:24.179] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:46:36.181] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:47:15.267] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:48:00.471] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:49:09.490] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:49:42.313] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:50:37.446] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 14:56:48.474] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 15:01:55.229] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
[2025-10-29 15:02:33.470] [INFO] Redis 연결 성공: 127.0.0.1:6379, DB: 2
